NumberPrefix,Rate,Description,SubDescription
1618735,0.09,UNITED STATES OF AMERICA,USA-High
1618736,0.09,UNITED STATES OF AMERICA,USA-High
1618749,0.09,UNITED STATES OF AMERICA,USA-High
1618753,0.09,UNITED STATES OF AMERICA,USA-High
1618755,0.09,UNITED STATES OF AMERICA,USA-High
1618756,0.09,UNITED STATES OF AMERICA,USA-High
1618757,0.09,UNITED STATES OF AMERICA,USA-High
1618762,0.09,UNITED STATES OF AMERICA,USA-High
1618763,0.09,UNITED STATES OF AMERICA,USA-Ultra High
1618765,0.09,UNITED STATES OF AMERICA,USA-High
1618768,0.09,UNITED STATES OF AMERICA,USA-Ultra High
1618773,0.09,UNITED STATES OF AMERICA,USA-Ultra High
1618774,0.09,UNITED STATES OF AMERICA,USA-Ultra High
1618775,0.09,UNITED STATES OF AMERICA,USA-High
1618778,0.09,UNITED STATES OF AMERICA,USA-High
1618785,0.09,UNITED STATES OF AMERICA,USA-High
1618786,0.09,UNITED STATES OF AMERICA,USA-High
1618787,0.09,UNITED STATES OF AMERICA,USA-High
1618822,0.09,UNITED STATES OF AMERICA,USA-High
1618824,0.09,UNITED STATES OF AMERICA,USA-Ultra High
1618829,0.09,UNITED STATES OF AMERICA,USA-High
1618835,0.09,UNITED STATES OF AMERICA,USA-High
1618846,0.09,UNITED STATES OF AMERICA,USA-High
1618854,0.09,UNITED STATES OF AMERICA,USA-High
1618883,0.09,UNITED STATES OF AMERICA,USA-High
1618885,0.09,UNITED STATES OF AMERICA,USA-High
1618888,0.09,UNITED STATES OF AMERICA,USA-High
1618897,0.09,UNITED STATES OF AMERICA,USA-High
1618898,0.09,UNITED STATES OF AMERICA,USA-High
1618899,0.09,UNITED STATES OF AMERICA,USA-High
1618935,0.09,UNITED STATES OF AMERICA,USA-High
1618938,0.09,UNITED STATES OF AMERICA,USA-High
1618939,0.09,UNITED STATES OF AMERICA,USA-High
1618949,0.09,UNITED STATES OF AMERICA,USA-High
1618956,0.09,UNITED STATES OF AMERICA,USA-High
1618966,0.09,UNITED STATES OF AMERICA,USA-High
1618969,0.09,UNITED STATES OF AMERICA,USA-High
1619309,0.09,UNITED STATES OF AMERICA,USA-High
1619324,0.09,UNITED STATES OF AMERICA,USA-High
1619352,0.09,UNITED STATES OF AMERICA,USA-High
1619364,0.09,UNITED STATES OF AMERICA,USA-High
1619413,0.09,UNITED STATES OF AMERICA,USA-High
1619468,0.09,UNITED STATES OF AMERICA,USA-High
1619473,0.09,UNITED STATES OF AMERICA,USA-High
1619478,0.09,UNITED STATES OF AMERICA,USA-High
1619490,0.09,UNITED STATES OF AMERICA,USA-High
1619503,0.09,UNITED STATES OF AMERICA,USA-High
1619625,0.09,UNITED STATES OF AMERICA,USA-High
1619637,0.09,UNITED STATES OF AMERICA,USA-High
1619669,0.09,UNITED STATES OF AMERICA,USA-High
1619747,0.09,UNITED STATES OF AMERICA,USA-High
1619766,0.09,UNITED STATES OF AMERICA,USA-High
1619774,0.09,UNITED STATES OF AMERICA,USA-High
1619805,0.09,UNITED STATES OF AMERICA,USA-High
1619835,0.09,UNITED STATES OF AMERICA,USA-High
1619863,0.09,UNITED STATES OF AMERICA,USA-High
1619868,0.09,UNITED STATES OF AMERICA,USA-High
1619966,0.09,UNITED STATES OF AMERICA,USA-High
1620201,0.09,UNITED STATES OF AMERICA,USA-High
1620226,0.09,UNITED STATES OF AMERICA,USA-High
1620239,0.09,UNITED STATES OF AMERICA,USA-High
1620243,0.09,UNITED STATES OF AMERICA,USA-High
1620246,0.09,UNITED STATES OF AMERICA,USA-High
1620247,0.09,UNITED STATES OF AMERICA,USA-High
1620248,0.09,UNITED STATES OF AMERICA,USA-High
1620250,0.09,UNITED STATES OF AMERICA,USA-High
1620260,0.09,UNITED STATES OF AMERICA,USA-High
1620271,0.09,UNITED STATES OF AMERICA,USA-High
1620272,0.09,UNITED STATES OF AMERICA,USA-High
1620274,0.09,UNITED STATES OF AMERICA,USA-High
1620275,0.09,UNITED STATES OF AMERICA,USA-High
1620276,0.09,UNITED STATES OF AMERICA,USA-High
1620277,0.09,UNITED STATES OF AMERICA,USA-High
1620279,0.09,UNITED STATES OF AMERICA,USA-High
1620289,0.09,UNITED STATES OF AMERICA,USA-High
1620294,0.09,UNITED STATES OF AMERICA,USA-High
1620296,0.09,UNITED STATES OF AMERICA,USA-High
1620309,0.09,UNITED STATES OF AMERICA,USA-High
1620324,0.09,UNITED STATES OF AMERICA,USA-Ultra High
1620328,0.09,UNITED STATES OF AMERICA,USA-High
1620329,0.09,UNITED STATES OF AMERICA,USA-High
1620335,0.09,UNITED STATES OF AMERICA,USA-High
1620345,0.09,UNITED STATES OF AMERICA,USA-High
1620346,0.09,UNITED STATES OF AMERICA,USA-High
1620347,0.09,UNITED STATES OF AMERICA,USA-High
1620349,0.09,UNITED STATES OF AMERICA,USA-High
1620350,0.09,UNITED STATES OF AMERICA,USA-High
1620353,0.09,UNITED STATES OF AMERICA,USA-High
1620354,0.09,UNITED STATES OF AMERICA,USA-High
1620355,0.09,UNITED STATES OF AMERICA,USA-Ultra High
1620356,0.09,UNITED STATES OF AMERICA,USA-High
1620357,0.09,UNITED STATES OF AMERICA,USA-High
1620358,0.09,UNITED STATES OF AMERICA,USA-High
1620360,0.09,UNITED STATES OF AMERICA,USA-High
1620362,0.09,UNITED STATES OF AMERICA,USA-High
1620367,0.09,UNITED STATES OF AMERICA,USA-High
1620368,0.09,UNITED STATES OF AMERICA,USA-High
1620369,0.09,UNITED STATES OF AMERICA,USA-High
1620370,0.09,UNITED STATES OF AMERICA,USA-High
1620372,0.09,UNITED STATES OF AMERICA,USA-Ultra High
1620373,0.09,UNITED STATES OF AMERICA,USA-Ultra High
1620375,0.09,UNITED STATES OF AMERICA,USA-High
1620376,0.09,UNITED STATES OF AMERICA,USA-High
1620378,0.09,UNITED STATES OF AMERICA,USA-High
1620379,0.09,UNITED STATES OF AMERICA,USA-High
1620384,0.09,UNITED STATES OF AMERICA,USA-Ultra High
1620385,0.09,UNITED STATES OF AMERICA,USA-High
1620386,0.09,UNITED STATES OF AMERICA,USA-High
1620389,0.09,UNITED STATES OF AMERICA,USA-High
1620394,0.09,UNITED STATES OF AMERICA,USA-High
1620395,0.09,UNITED STATES OF AMERICA,USA-High
1620396,0.09,UNITED STATES OF AMERICA,USA-High
1620397,0.09,UNITED STATES OF AMERICA,USA-Ultra High
1620398,0.09,UNITED STATES OF AMERICA,USA-Ultra High
1620406,0.09,UNITED STATES OF AMERICA,USA-High
1620417,0.09,UNITED STATES OF AMERICA,USA-High
1620424,0.09,UNITED STATES OF AMERICA,USA-High
1620426,0.09,UNITED STATES OF AMERICA,USA-Ultra High
1620427,0.09,UNITED STATES OF AMERICA,USA-High
1620428,0.09,UNITED STATES OF AMERICA,USA-Ultra High
1620429,0.09,UNITED STATES OF AMERICA,USA-High
1620434,0.09,UNITED STATES OF AMERICA,USA-High
1620435,0.09,UNITED STATES OF AMERICA,USA-High
1620437,0.09,UNITED STATES OF AMERICA,USA-High
1620438,0.09,UNITED STATES OF AMERICA,USA-High
1620443,0.09,UNITED STATES OF AMERICA,USA-High
1620447,0.09,UNITED STATES OF AMERICA,USA-High
1620456,0.09,UNITED STATES OF AMERICA,USA-High
1620457,0.09,UNITED STATES OF AMERICA,USA-High
1620467,0.09,UNITED STATES OF AMERICA,USA-High
1620468,0.09,UNITED STATES OF AMERICA,USA-High
1620475,0.09,UNITED STATES OF AMERICA,USA-High
1620476,0.09,UNITED STATES OF AMERICA,USA-High
1620478,0.09,UNITED STATES OF AMERICA,USA-High
1620479,0.09,UNITED STATES OF AMERICA,USA-High
1620482,0.09,UNITED STATES OF AMERICA,USA-High
1620485,0.09,UNITED STATES OF AMERICA,USA-High
1620492,0.09,UNITED STATES OF AMERICA,USA-Ultra High
1620493,0.09,UNITED STATES OF AMERICA,USA-Ultra High
1620495,0.09,UNITED STATES OF AMERICA,USA-Ultra High
1620496,0.09,UNITED STATES OF AMERICA,USA-High
1620497,0.09,UNITED STATES OF AMERICA,USA-High
1620499,0.09,UNITED STATES OF AMERICA,USA-Ultra High
1620510,0.09,UNITED STATES OF AMERICA,USA-High
1620525,0.09,UNITED STATES OF AMERICA,USA-Ultra High
1620527,0.09,UNITED STATES OF AMERICA,USA-Ultra High
1620528,0.09,UNITED STATES OF AMERICA,USA-High
1620530,0.09,UNITED STATES OF AMERICA,USA-High
1620535,0.09,UNITED STATES OF AMERICA,USA-High
1620537,0.09,UNITED STATES OF AMERICA,USA-High
1620539,0.09,UNITED STATES OF AMERICA,USA-High
1620544,0.09,UNITED STATES OF AMERICA,USA-Ultra High
1620545,0.09,UNITED STATES OF AMERICA,USA-High
1620546,0.09,UNITED STATES OF AMERICA,USA-High
1620547,0.09,UNITED STATES OF AMERICA,USA-High
1620548,0.09,UNITED STATES OF AMERICA,USA-High
1620561,0.09,UNITED STATES OF AMERICA,USA-High
1620562,0.09,UNITED STATES OF AMERICA,USA-Ultra High
1620563,0.09,UNITED STATES OF AMERICA,USA-High
1620565,0.09,UNITED STATES OF AMERICA,USA-High
1620568,0.09,UNITED STATES OF AMERICA,USA-High
1620569,0.09,UNITED STATES OF AMERICA,USA-Ultra High
1620575,0.09,UNITED STATES OF AMERICA,USA-High
1620582,0.09,UNITED STATES OF AMERICA,USA-High
1620584,0.09,UNITED STATES OF AMERICA,USA-High
1620586,0.09,UNITED STATES OF AMERICA,USA-High
1620588,0.09,UNITED STATES OF AMERICA,USA-Ultra High
1620592,0.09,UNITED STATES OF AMERICA,USA-Ultra High
1620593,0.09,UNITED STATES OF AMERICA,USA-Ultra High
1620594,0.09,UNITED STATES OF AMERICA,USA-High
1620597,0.09,UNITED STATES OF AMERICA,USA-High
1620598,0.09,UNITED STATES OF AMERICA,USA-Ultra High
1620622,0.09,UNITED STATES OF AMERICA,USA-High
1620623,0.09,UNITED STATES OF AMERICA,USA-High
1620624,0.09,UNITED STATES OF AMERICA,USA-High
1620626,0.09,UNITED STATES OF AMERICA,USA-High
1620627,0.09,UNITED STATES OF AMERICA,USA-High
1620629,0.09,UNITED STATES OF AMERICA,USA-High
1620632,0.09,UNITED STATES OF AMERICA,USA-High
1620633,0.09,UNITED STATES OF AMERICA,USA-High
1620635,0.09,UNITED STATES OF AMERICA,USA-High
1620637,0.09,UNITED STATES OF AMERICA,USA-High
1620638,0.09,UNITED STATES OF AMERICA,USA-High
1620642,0.09,UNITED STATES OF AMERICA,USA-High
1620643,0.09,UNITED STATES OF AMERICA,USA-High
1620645,0.09,UNITED STATES OF AMERICA,USA-High
1620649,0.09,UNITED STATES OF AMERICA,USA-Ultra High
1620654,0.09,UNITED STATES OF AMERICA,USA-High
1620657,0.09,UNITED STATES OF AMERICA,USA-Ultra High
1620658,0.09,UNITED STATES OF AMERICA,USA-High
1620668,0.09,UNITED STATES OF AMERICA,USA-High
1620673,0.09,UNITED STATES OF AMERICA,USA-High
1620674,0.09,UNITED STATES OF AMERICA,USA-High
1620675,0.09,UNITED STATES OF AMERICA,USA-High
1620692,0.09,UNITED STATES OF AMERICA,USA-High
1620693,0.09,UNITED STATES OF AMERICA,USA-High
1620697,0.09,UNITED STATES OF AMERICA,USA-High
1620698,0.09,UNITED STATES OF AMERICA,USA-High
1620724,0.09,UNITED STATES OF AMERICA,USA-High
1620731,0.09,UNITED STATES OF AMERICA,USA-High
1620735,0.09,UNITED STATES OF AMERICA,USA-High
1620738,0.09,UNITED STATES OF AMERICA,USA-High
1620739,0.09,UNITED STATES OF AMERICA,USA-High
1620743,0.09,UNITED STATES OF AMERICA,USA-High
1620752,0.09,UNITED STATES OF AMERICA,USA-High
1620753,0.09,UNITED STATES OF AMERICA,USA-High
1620754,0.09,UNITED STATES OF AMERICA,USA-High
1620756,0.09,UNITED STATES OF AMERICA,USA-High
1620763,0.09,UNITED STATES OF AMERICA,USA-High
1620764,0.09,UNITED STATES OF AMERICA,USA-High
1620765,0.09,UNITED STATES OF AMERICA,USA-High
1620767,0.09,UNITED STATES OF AMERICA,USA-High
1620781,0.09,UNITED STATES OF AMERICA,USA-High
1620782,0.09,UNITED STATES OF AMERICA,USA-High
1620783,0.09,UNITED STATES OF AMERICA,USA-High
1620784,0.09,UNITED STATES OF AMERICA,USA-High
1620787,0.09,UNITED STATES OF AMERICA,USA-Ultra High
1620795,0.09,UNITED STATES OF AMERICA,USA-High
1620796,0.09,UNITED STATES OF AMERICA,USA-High
1620805,0.09,UNITED STATES OF AMERICA,USA-High
1620824,0.09,UNITED STATES OF AMERICA,USA-High
1620825,0.09,UNITED STATES OF AMERICA,USA-High
1620827,0.09,UNITED STATES OF AMERICA,USA-High
1620829,0.09,UNITED STATES OF AMERICA,USA-High
1620839,0.09,UNITED STATES OF AMERICA,USA-High
1620843,0.09,UNITED STATES OF AMERICA,USA-High
1620845,0.09,UNITED STATES OF AMERICA,USA-High
1620846,0.09,UNITED STATES OF AMERICA,USA-High
1620848,0.09,UNITED STATES OF AMERICA,USA-High
1620851,0.09,UNITED STATES OF AMERICA,USA-High
1620852,0.09,UNITED STATES OF AMERICA,USA-High
1620853,0.09,UNITED STATES OF AMERICA,USA-High
1620855,0.09,UNITED STATES OF AMERICA,USA-High
1620856,0.09,UNITED STATES OF AMERICA,USA-High
1620857,0.09,UNITED STATES OF AMERICA,USA-High
1620861,0.09,UNITED STATES OF AMERICA,USA-High
1620862,0.09,UNITED STATES OF AMERICA,USA-High
1620863,0.09,UNITED STATES OF AMERICA,USA-High
1620864,0.09,UNITED STATES OF AMERICA,USA-High
1620865,0.09,UNITED STATES OF AMERICA,USA-High
1620867,0.09,UNITED STATES OF AMERICA,USA-High
1620868,0.09,UNITED STATES OF AMERICA,USA-High
1620872,0.09,UNITED STATES OF AMERICA,USA-High
1620874,0.09,UNITED STATES OF AMERICA,USA-High
1620876,0.09,UNITED STATES OF AMERICA,USA-High
1620892,0.09,UNITED STATES OF AMERICA,USA-High
1620893,0.09,UNITED STATES OF AMERICA,USA-High
1620895,0.09,UNITED STATES OF AMERICA,USA-High
1620897,0.09,UNITED STATES OF AMERICA,USA-High
1620909,0.09,UNITED STATES OF AMERICA,USA-High
1620914,0.09,UNITED STATES OF AMERICA,USA-High
1620915,0.09,UNITED STATES OF AMERICA,USA-High
1620916,0.09,UNITED STATES OF AMERICA,USA-High
1620917,0.09,UNITED STATES OF AMERICA,USA-High
1620922,0.09,UNITED STATES OF AMERICA,USA-High
1620923,0.09,UNITED STATES OF AMERICA,USA-Ultra High
1620924,0.09,UNITED STATES OF AMERICA,USA-High
1620930,0.09,UNITED STATES OF AMERICA,USA-High
1620933,0.09,UNITED STATES OF AMERICA,USA-High
1620934,0.09,UNITED STATES OF AMERICA,USA-High
1620935,0.09,UNITED STATES OF AMERICA,USA-High
1620937,0.09,UNITED STATES OF AMERICA,USA-High
1620939,0.09,UNITED STATES OF AMERICA,USA-High
1620940,0.09,UNITED STATES OF AMERICA,USA-Ultra High
1620962,0.09,UNITED STATES OF AMERICA,USA-High
1620965,0.09,UNITED STATES OF AMERICA,USA-High
1620967,0.09,UNITED STATES OF AMERICA,USA-High
1620984,0.09,UNITED STATES OF AMERICA,USA-High
1620986,0.09,UNITED STATES OF AMERICA,USA-High
1626200,0.09,UNITED STATES OF AMERICA,USA-High
1626205,0.09,UNITED STATES OF AMERICA,USA-High
1626310,0.09,UNITED STATES OF AMERICA,USA-High
1626344,0.09,UNITED STATES OF AMERICA,USA-High
1626368,0.09,UNITED STATES OF AMERICA,USA-High
1626370,0.09,UNITED STATES OF AMERICA,USA-High
1626387,0.09,UNITED STATES OF AMERICA,USA-High
1626400,0.09,UNITED STATES OF AMERICA,USA-High
1626415,0.09,UNITED STATES OF AMERICA,USA-High
1626416,0.09,UNITED STATES OF AMERICA,USA-High
1626417,0.09,UNITED STATES OF AMERICA,USA-High
1626500,0.09,UNITED STATES OF AMERICA,USA-High
1626502,0.09,UNITED STATES OF AMERICA,USA-High
1626549,0.09,UNITED STATES OF AMERICA,USA-High
1626587,0.09,UNITED STATES OF AMERICA,USA-High
1626672,0.09,UNITED STATES OF AMERICA,USA-High
1626698,0.09,UNITED STATES OF AMERICA,USA-High
1626737,0.09,UNITED STATES OF AMERICA,USA-High
1626768,0.09,UNITED STATES OF AMERICA,USA-High
1626771,0.09,UNITED STATES OF AMERICA,USA-High
1626779,0.09,UNITED STATES OF AMERICA,USA-High
1626789,0.09,UNITED STATES OF AMERICA,USA-High
1626790,0.09,UNITED STATES OF AMERICA,USA-High
1626872,0.09,UNITED STATES OF AMERICA,USA-High
1630354,0.09,UNITED STATES OF AMERICA,USA-High
1630396,0.09,UNITED STATES OF AMERICA,USA-High
1630403,0.09,UNITED STATES OF AMERICA,USA-High
1630949,0.09,UNITED STATES OF AMERICA,USA-High
1631237,0.09,UNITED STATES OF AMERICA,USA-High
1631238,0.09,UNITED STATES OF AMERICA,USA-High
1631267,0.09,UNITED STATES OF AMERICA,USA-High
1631324,0.09,UNITED STATES OF AMERICA,USA-High
1631329,0.09,UNITED STATES OF AMERICA,USA-High
1631486,0.09,UNITED STATES OF AMERICA,USA-High
1631504,0.09,UNITED STATES OF AMERICA,USA-High
1631539,0.09,UNITED STATES OF AMERICA,USA-High
1631591,0.09,UNITED STATES OF AMERICA,USA-High
1631592,0.09,UNITED STATES OF AMERICA,USA-High
1631594,0.09,UNITED STATES OF AMERICA,USA-High
1631608,0.09,UNITED STATES OF AMERICA,USA-High
1631614,0.09,UNITED STATES OF AMERICA,USA-High
1631647,0.09,UNITED STATES OF AMERICA,USA-High
1631648,0.09,UNITED STATES OF AMERICA,USA-High
1631650,0.09,UNITED STATES OF AMERICA,USA-High
1631656,0.09,UNITED STATES OF AMERICA,USA-High
1631659,0.09,UNITED STATES OF AMERICA,USA-High
1631663,0.09,UNITED STATES OF AMERICA,USA-High
1631670,0.09,UNITED STATES OF AMERICA,USA-High
1631675,0.09,UNITED STATES OF AMERICA,USA-High
1631686,0.09,UNITED STATES OF AMERICA,USA-High
1631730,0.09,UNITED STATES OF AMERICA,USA-High
1631772,0.09,UNITED STATES OF AMERICA,USA-High
1631775,0.09,UNITED STATES OF AMERICA,USA-High
1631779,0.09,UNITED STATES OF AMERICA,USA-High
1631788,0.09,UNITED STATES OF AMERICA,USA-High
1631801,0.09,UNITED STATES OF AMERICA,USA-High
1631803,0.09,UNITED STATES OF AMERICA,USA-High
1631846,0.09,UNITED STATES OF AMERICA,USA-High
1631849,0.09,UNITED STATES OF AMERICA,USA-High
1631868,0.09,UNITED STATES OF AMERICA,USA-High
1631886,0.09,UNITED STATES OF AMERICA,USA-High
1631907,0.09,UNITED STATES OF AMERICA,USA-High
1631909,0.09,UNITED STATES OF AMERICA,USA-High
1631920,0.09,UNITED STATES OF AMERICA,USA-High
1631940,0.09,UNITED STATES OF AMERICA,USA-High
1631966,0.09,UNITED STATES OF AMERICA,USA-High
1631980,0.09,UNITED STATES OF AMERICA,USA-High
1631996,0.09,UNITED STATES OF AMERICA,USA-High
1631998,0.09,UNITED STATES OF AMERICA,USA-High
1636250,0.09,UNITED STATES OF AMERICA,USA-High
1636258,0.09,UNITED STATES OF AMERICA,USA-High
1641205,0.09,UNITED STATES OF AMERICA,USA-High
1641207,0.09,UNITED STATES OF AMERICA,USA-High
1641208,0.09,UNITED STATES OF AMERICA,USA-High
1641209,0.09,UNITED STATES OF AMERICA,USA-High
1641212,0.04,UNITED STATES OF AMERICA,IA_KLEMME
1641213,0.09,UNITED STATES OF AMERICA,USA-Ultra High
1641216,0.09,UNITED STATES OF AMERICA,USA-High
1641217,0.09,UNITED STATES OF AMERICA,USA-High
1641224,0.09,UNITED STATES OF AMERICA,USA-High
1641225,0.09,UNITED STATES OF AMERICA,USA-High
1641227,0.09,UNITED STATES OF AMERICA,USA-Ultra High
1641235,0.09,UNITED STATES OF AMERICA,USA-Ultra High
1641236,0.09,UNITED STATES OF AMERICA,USA-High
1641237,0.09,UNITED STATES OF AMERICA,USA-Ultra High
1641242,0.09,UNITED STATES OF AMERICA,USA-High
1641244,0.04,UNITED STATES OF AMERICA,IA_KLEMME
1641259,0.09,UNITED STATES OF AMERICA,USA-High
1641260,0.09,UNITED STATES OF AMERICA,USA-High
1641262,0.09,UNITED STATES OF AMERICA,USA-Ultra High
1641264,0.09,UNITED STATES OF AMERICA,USA-Ultra High
1641269,0.09,UNITED STATES OF AMERICA,USA-High
1641276,0.04,UNITED STATES OF AMERICA,IA_KLEMME
1641293,0.09,UNITED STATES OF AMERICA,USA-High
1641297,0.09,UNITED STATES OF AMERICA,USA-High
1641298,0.09,UNITED STATES OF AMERICA,USA-High
1641307,0.04,UNITED STATES OF AMERICA,IA_KLEMME
1641308,0.09,UNITED STATES OF AMERICA,USA-Ultra High
1641309,0.09,UNITED STATES OF AMERICA,USA-Ultra High
1641315,0.09,UNITED STATES OF AMERICA,USA-Ultra High
1641321,0.09,UNITED STATES OF AMERICA,USA-High
1641322,0.09,UNITED STATES OF AMERICA,USA-High
1641323,0.09,UNITED STATES OF AMERICA,USA-High
1641326,0.09,UNITED STATES OF AMERICA,USA-High
1641329,0.09,UNITED STATES OF AMERICA,USA-High
1641332,0.09,UNITED STATES OF AMERICA,USA-High
1641333,0.09,UNITED STATES OF AMERICA,USA-High
1641334,0.04,UNITED STATES OF AMERICA,IA_KLEMME
1641335,0.09,UNITED STATES OF AMERICA,USA-High
1641336,0.09,UNITED STATES OF AMERICA,USA-High
1641337,0.09,UNITED STATES OF AMERICA,USA-High
1641338,0.09,UNITED STATES OF AMERICA,USA-High
1641339,0.09,UNITED STATES OF AMERICA,USA-High
1641342,0.09,UNITED STATES OF AMERICA,USA-High
1641343,0.09,UNITED STATES OF AMERICA,USA-High
1641345,0.09,UNITED STATES OF AMERICA,USA-Ultra High
1641346,0.09,UNITED STATES OF AMERICA,USA-High
1641347,0.09,UNITED STATES OF AMERICA,USA-High
1641348,0.09,UNITED STATES OF AMERICA,USA-High
1641349,0.09,UNITED STATES OF AMERICA,USA-High
1641354,0.09,UNITED STATES OF AMERICA,USA-High
1641355,0.09,UNITED STATES OF AMERICA,USA-High
1641357,0.09,UNITED STATES OF AMERICA,USA-High
1641358,0.09,UNITED STATES OF AMERICA,USA-High
1641362,0.04,UNITED STATES OF AMERICA,IA_KLEMME
1641363,0.09,UNITED STATES OF AMERICA,USA-High
1641364,0.09,UNITED STATES OF AMERICA,USA-High
1641366,0.09,UNITED STATES OF AMERICA,USA-High
1641369,0.09,UNITED STATES OF AMERICA,USA-High
1641377,0.09,UNITED STATES OF AMERICA,USA-Ultra High
1641384,0.04,UNITED STATES OF AMERICA,IA_KANAWHA
1641385,0.09,UNITED STATES OF AMERICA,USA-High
1641388,0.09,UNITED STATES OF AMERICA,USA-Ultra High
1641393,0.09,UNITED STATES OF AMERICA,USA-High
1641394,0.09,UNITED STATES OF AMERICA,USA-High
1641395,0.09,UNITED STATES OF AMERICA,USA-Ultra High
1641396,0.09,UNITED STATES OF AMERICA,USA-Ultra High
1641397,0.09,UNITED STATES OF AMERICA,USA-High
1641398,0.09,UNITED STATES OF AMERICA,USA-Ultra High
1641410,0.09,UNITED STATES OF AMERICA,USA-Ultra High
1641427,0.09,UNITED STATES OF AMERICA,USA-High
1641428,0.09,UNITED STATES OF AMERICA,USA-High
1641429,0.09,UNITED STATES OF AMERICA,USA-High
1641437,0.09,UNITED STATES OF AMERICA,USA-High
1641439,0.09,UNITED STATES OF AMERICA,USA-Ultra High
1641442,0.09,UNITED STATES OF AMERICA,USA-High
1641443,0.09,UNITED STATES OF AMERICA,USA-High
1641445,0.09,UNITED STATES OF AMERICA,USA-High
1641446,0.09,UNITED STATES OF AMERICA,USA-High
1641447,0.09,UNITED STATES OF AMERICA,USA-High
1641448,0.04,UNITED STATES OF AMERICA,IA_KLEMME
1641449,0.09,UNITED STATES OF AMERICA,USA-High
1641452,0.09,UNITED STATES OF AMERICA,USA-High
1641453,0.09,UNITED STATES OF AMERICA,USA-Ultra High
1641459,0.09,UNITED STATES OF AMERICA,USA-High
1641464,0.09,UNITED STATES OF AMERICA,USA-High
1641465,0.09,UNITED STATES OF AMERICA,USA-High
1641466,0.09,UNITED STATES OF AMERICA,USA-High
1641472,0.09,UNITED STATES OF AMERICA,USA-High
1641473,0.09,UNITED STATES OF AMERICA,USA-High
1641474,0.09,UNITED STATES OF AMERICA,USA-High
1641475,0.09,UNITED STATES OF AMERICA,USA-High
1641476,0.09,UNITED STATES OF AMERICA,USA-High
1641477,0.09,UNITED STATES OF AMERICA,USA-High
1641478,0.09,UNITED STATES OF AMERICA,USA-High
1641479,0.09,UNITED STATES OF AMERICA,USA-High
1641482,0.09,UNITED STATES OF AMERICA,USA-Ultra High
1641483,0.09,UNITED STATES OF AMERICA,USA-High
1641484,0.09,UNITED STATES OF AMERICA,USA-High
1641486,0.09,UNITED STATES OF AMERICA,USA-High
1641487,0.09,UNITED STATES OF AMERICA,USA-Ultra High
1641488,0.09,UNITED STATES OF AMERICA,USA-High
1641489,0.09,UNITED STATES OF AMERICA,USA-High
1641492,0.09,UNITED STATES OF AMERICA,USA-High
1641493,0.09,UNITED STATES OF AMERICA,USA-Ultra High
1641495,0.09,UNITED STATES OF AMERICA,USA-High
1641496,0.09,UNITED STATES OF AMERICA,USA-High
1641497,0.09,UNITED STATES OF AMERICA,USA-High
1641498,0.09,UNITED STATES OF AMERICA,USA-Ultra High
1641499,0.09,UNITED STATES OF AMERICA,USA-High
1641502,0.09,UNITED STATES OF AMERICA,USA-High
1641507,0.09,UNITED STATES OF AMERICA,USA-Ultra High
1641509,0.09,UNITED STATES OF AMERICA,USA-Ultra High
